ID,Titre,Créateur,Type,Médium,Année,Année (numérique),Commentaire,Lien,Catégorie 1,Catégorie 2,Catégorie 3,Mots-clés,Émotion 1,Émotion 2,Émotion 3,Émotions,Durée / Dimension
PT-0325,"Zócalo, May 22",Francis Alÿs,Art,Vidéo,1999,19.0,"Ce film, réalisé le 22 mai 1999 en collaboration avec le cinéaste Rafael Ortega, se concentre sur la place Zócalo de Mexico City, un lieu hautement politique, filmé du lever au coucher du soleil. Rien ne semble se passer jusqu'à ce que l'ombre d'un mât apparaisse. Le film enregistre la façon dont les piétons recherchent l'ombre projetée par le mât central. Spontanément, les gens forment une ligne d'ombre qui fait office de cadran solaire, se déplaçant de trois degrés pour chacune des douze heures de la journée , servant d'indicateur de la trajectoire du soleil et, par conséquent, du temps solaire. 
Cette œuvre est emblématique de l'approche artistique d'Alÿs, qui transforme les événements quotidiens en une réflexion plus large sur la vie sociale et économique, une réflexion à la fois poétique et physique sur le passage du temps.

https://francisalys.com/",https://www.davidzwirner.com/artworks/francis-alys-zocalo-d2ca8,temps cosmique,expérience du temps,,"vie, comptage, horloge, personnification, attente",ennui,sérénité,,"ennui, sérénité",12 heures
PT-0326,Falling Garden,Gerda Steiner et Jörg Lenzlinger,Art,Installation in-situ évolutive,2003,20.0,"La pratique du duo d'artistes prend souvent la forme de projets in situ, à mi-chemin entre le biologique et l'artificiel, qui évoluent au fil du temps.
Pour l'installation Falling Garden présentée dans l'église San Staë lors de la 50e Biennale de Venise, les artistes ont imaginé un jardin suspendu formé d'une multitude d'objets naturels et artificiels pendus au plafond, formant un ensemble spectaculaire au-dessus des visiteurs allongés sur un lit circulaire au centre de l'église. L'œuvre évolue au fil du temps, les cristaux d'urée, dérivés d'engrais, se développant lentement pendant l'exposition, puis se dissolvant pour être réutilisés. Ce processus de croissance et de déclin devient tangible, métaphore de l'idée même de la vie, et exprime une temporalité cyclique et dynamique.

https://www.steinerlenzlinger.ch/",https://www.steinerlenzlinger.ch/?cat=37,temps vécu,temps biologique,,"vie, nature, cycle de vie, mort, voyage temporel",fascination,nostalgie,,"fascination, nostalgie",
PT-0327,Big Crunch Clock,Giann Miotti,Art,Horloge électronique,1999 – ,19.0,"Cette oeuvre prend la forme d'une horloge numérique à vingt chiffres rouges - des milliards d’années aux dixièmes de secondes -  qui indique le nombre d'années restantes avant la fin du monde, ou plus précisément avant l'implosion du soleil dans environ cinq milliards d'années. Il s'agit d'un compte à rebours qui est en réalité un détonateur conçu pour fonctionner à l'énergie solaire. L'artiste demande à chaque acheteur d'adapter l'appareil aux inventions technologiques futures, afin qu'elle subsiste jusqu'à la fin de notre monde.

https://fr.wikipedia.org/wiki/Gianni_Motti ",https://archive.mamco.ch/collections/motti.html,expérience du temps,temps cosmique,,"compte à rebours, mort, vie, jeu, comptage",surprise,fascination,,"surprise, fascination",Environ 5 milliards d’années
PT-0328,Theaters,Hiroshi Sugimoto,Art,Ensemble de photographies, (1978– ),19.0,"La série Theaters, réalisée dans des salles de cinéma et des drive-in du monde entier, a débuté comme une expérience dans laquelle Sugimoto utilise des expositions longues (dictées par la durée de chaque film) pour capturer des milliers d'images animées dans une seule prise de vue. L'« image fantôme » de cette longue exposition est celle d'un écran blanc pur et lumineux, qui reste dans notre mémoire visuelle au-delà de l'expérience physique de la projection du film. 
Ainsi, le temps du film est condensé en un seul instant photographique, qui devient une empreinte du temps écoulé, une forme visible de la durée.
À travers la photographie, la sculpture, l'installation et, plus récemment, l'architecture, Sugimoto explore le temps et la mémoire.

https://www.sugimotohiroshi.com","https://www.mariangoodman.com/exhibitions/42-hiroshi-sugimoto-snow-white/

https://www.sugimotohiroshi.com/new-page-7",représentation du temps,manipulations du temps,,"mémoire, cinéma, voyage temporel, illusion, éternité",fascination,sérénité,,"fascination, sérénité",
PT-0329,The Last Angel Of History ,John Akomfrah,Art,Film-essai,1996,19.0,"Akomfrah est un artiste et cinéaste britannique d'origine ghanéenne qui met en lumière les questions de race et d'identité postcoloniale dans ses installations et ses films.
The Last Angel of History est un essai cinématographique qui explore la science-fiction, l'histoire et la mémoire noire. 
Il suit le « voleur de données », un personnage mystérieux qui vole son âme pour en savoir plus sur l'avenir et voyage à travers l'espace et le temps à la recherche d'une clé pour l'avenir de la culture noire.
Au montage, des images de la culture panafricaine de différentes époques sont entrecoupées d'entretiens avec des personnalités culturelles ou scientifiques noires, telles que les musiciens DJ Spooky et Goldie, et Bernard A. Harris Jr., l'un des premiers Afro-Américains à avoir voyagé dans l'espace.

L'exploration du temps est présent dans d'autres projets, par exemple  l'exposition de 2024, Listening All Night To the Rain, présentée à l'occasion de la Biennale de Venise.  Le temps y est fluide, cyclique et profondément lié à la mémoire.

https://fr.wikipedia.org/wiki/John_Akomfrah",https://www.youtube.com/watch?v=iYe_nj7xfQM,expérience du temps,temps et identité,,"voyage temporel, musique, histoire, énigme, personnification",excitation,surprise,,"excitation, surprise",45 minutes
PT-0330,4′33″,John Cage,Art,Partition de musique expérimentale,1952,19.0,"Une partition musicale avant-gardiste composée de trois mouvements (30 secondes, 2 minutes 23 secondes, 1 minute 40 secondes) de silence. Il s'agit d'une configuration temporelle qui exige une exécution extrêmement précise, composée de sons environnementaux que les auditeurs entendent lorsqu'elle est jouée.
Cette pièce souvent jugée subversive, remet en question la notion même de musique et nous encourage à prêter attention à l'ensemble du spectre de l'écoute, à la relation entre le monde, soi-même et le passage du temps.

Une autre œuvre de John Cage qui explore la notion de temps, As Slow As Possible, a été composée sans durée définie. Une version exceptionnelle a été lancée en 2000 à Halberstadt, en Allemagne, où le concert d'orgue durera 639 ans, jusqu'en 2640. Cette performance extrême utilise des sacs de sable pour maintenir les notes, le dernier changement a eu lieu le 5 février 2024.

https://fr.wikipedia.org/wiki/John_Cage","https://www.google.com/search?q=john+cage+barbican&oq=john+cage+barbican&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIGCAEQRRg8MgYIAhAuGEDSAQg0NDIwajBqNKgCALACAQ&sourceid=chrome&ie=UTF-8#fpstate=ive&vld=cid:259085c2,vid:ZJMNpOAEv4g,st:0",expérience du temps,temps vécu,,"attente, musique, silence, compte à rebours, comptage",fascination,tension,,"fascination, tension",4 minutes et 33 secondes
PT-0331,The Odd Couple (Celtic version),Jonathan Monk,Art,"Grandfather clock facing grandmother clock
",2011,20.0,"Dans le cadre de l'exposition Time Between Spaces de Monk au Musée d'Art Moderne de la Ville de Paris et au Palais de Tokyo, l'œuvre Odd Couple met en scène deux horloges à pendule se faisant face, d'abord synchronisées, mais qui, au fil du temps, se désynchronisent, symbolisant la relativité et la subjectivité du passage du temps. 
L'ensemble de l'exposition Time Between Spaces est une manipulation ludique et une réflexion sur le temps et l'espace, produisant un temps élastique et stéréoscopique qui, pour être pleinement apprécié, doit être recherché en dehors des espaces d'exposition, quelque part entre les deux institutions. L'exposition questionne et met en jeu le temps au sens historique, autobiographique ou plus simplement relié à des événements. Des performances d'horlogers au travail (Repairing Time) et de personnes engagées dans une réflexion sur hier ou demain complètent la manifestation.

https://fr.wikipedia.org/wiki/Jonathan_Monk","https://www.facebook.com/gallerinicolaiwallner/photos/jonathan-monkthe-odd-couple-celtic-version-2011grandfather-clock-facing-grandmot/1017779530376575/

https://www.mam.paris.fr/fr/expositions/exposition-jonathan-monk",temps vécu,manipulations du temps,,"mort, horloge, jeu, compte à rebours, souvenir",sérénité,fascination,,"sérénité, fascination",208.5 x 62.2 x 80.5 cm
PT-0332,Quoted Clocks #16 ,Joseph Kosuth,Art,"Clock and vinyl
Reads: Is it later yet?
Jennifer E. Smith
",2022,20.0,"Quoted Clocks est une série d'œuvres, qui fait partie de l'exposition Existential Time qui utilise des horloges analogiques - sur lesquelles sont inscrites des citations de divers auteurs et philosophes -  comme base pour explorer les concepts philosophiques du temps et de l'existence. Chaque horloge fonctionne à la fois comme une représentation littérale du temps qui passe, et comme un vecteur d'une idée littéraire ou philosophique, remettant en question la perception du temps par le spectateur grâce à la juxtaposition du visuel et du texte. 

Pionnier de l'art conceptuel, Kosuth a lancé dès les années 1960 des œuvres basées sur le langage et des stratégies d'appropriation. Sa réflexion sur le temps découle à la fois d'une préoccupation personnelle et philosophique visant à trouver du sens dans les différents contextes et récits que la vie nous offre. Dans ses installations, le temps est souvent évoqué au sens propre comme au sens figuré.

https://fr.wikipedia.org/wiki/Joseph_Kosuth",https://www.skny.com/exhibitions/joseph-kosuth5/selected-works?view=slider#5,temps vécu,expérience du temps,,"horloge, philosophie, mise en abime, jeu, éternité",tension,surprise,,"tension, surprise","40 x 4.5 cm
"
PT-0333,Pitch Drop ,Julian Charrière,Art,"Bitume, acier inoxydable, verre borosilicaté",2016,20.0,"L'œuvre Pitch Drop de Julian Charrière explore le temps profond à travers une sculpture performative inspirée d'une expérience scientifique lancée en 1930, visant à révéler la fluidité imperceptible du poix, un matériau en apparence solide. Basée sur le principe de l'horloge à eau, mais à l'échelle millénaire, l'installation laisse tomber une goutte de poix environ tous les dix ans, anticipant une durée de 10'000 ans. Ce rythme ralentit la perception du temps à l'échelle géologique, évoquant la formation des roches, la lente cristallisation des minéraux ou la transformation de la matière organique en pétrole. L'œuvre devient ainsi une allégorie du temps qui échappe à l'appréhension de l'homme, un théâtre silencieux du changement,  entre le passé immémorial et l'avenir lointain.

Dans ses recherches, l'artiste explore le temps comme une « sédimentation » profonde et stratifiée plutôt que comme une progression linéaire, opposant souvent les échelles de temps humaines à d'immenses périodes géologiques.

https://julian-charriere.net/",https://julian-charriere.net/projects/exhibition-pitch-drop,représentation du temps,temps géologique,,"éternité, horloge, comptage, science, attente",fascination,tension,,"fascination, tension",10'000 ans 
PT-0334,"Future Library 
",Katie Paterson ,Art,Forêt et manuscrits,2014-2114,20.0,"Future Library est une œuvre d'art qui s'étend sur 100 ans. Le point de départ est une forêt qui a été plantée en Norvège afin de fournir le papier nécessaire à l'impression d'une anthologie de livres en 2114. Jusqu'à cette date un écrivain contribue, chaque année, à cette collection en rédigeant un texte qui sera conservé, sans être lu ni publié, dans une salle spécialement conçue à cet effet dans la nouvelle bibliothèque publique d'Oslo.
Cette œuvre intègre le passé, le présent et le futur dans une œuvre d'art vivante.
Les arbres poussent au fil du temps — le temps lui-même devient le médium, matérialisant le passage du temps dans une réflexion autour de l’environnement et du temps écologique.

Autres oeuvres en lien avec le temps: 
—there lay the Days between—2022 et Timepieces (Solar System), 2014

https://katiepaterson.org/","www.futurelibrary.no

https://katiepaterson.org/artwork/future-library/",expérience du temps,temps écologique,,"mémoire, immortalité, avenir, nature, vie",sérénité,fascination,,"sérénité, fascination",100 ans 
